time,Wind_ON
00:00,1.0
00:05,1.0
00:10,0.9905660377358491
00:15,0.9811320754716981
00:20,0.9716981132075472
00:25,0.9528301886792453
00:30,0.9339622641509434
00:35,0.9150943396226415
00:40,0.9056603773584906
00:45,0.8867924528301887
00:50,0.8773584905660378
00:55,0.8679245283018868
01:00,0.8584905660377359
01:05,0.8490566037735849
01:10,0.839622641509434
01:15,0.8301886792452831
01:20,0.8207547169811321
01:25,0.8113207547169812
01:30,0.8018867924528302
01:35,0.7924528301886793
01:40,0.7924528301886793
01:45,0.7830188679245284
01:50,0.7830188679245284
01:55,0.7830188679245284
02:00,0.7735849056603774
02:05,0.7735849056603774
02:10,0.7641509433962265
02:15,0.7547169811320755
02:20,0.7547169811320755
02:25,0.7452830188679245
02:30,0.7358490566037735
02:35,0.7264150943396226
02:40,0.7169811320754716
02:45,0.7075471698113207
02:50,0.6981132075471698
02:55,0.6886792452830188
03:00,0.6792452830188679
03:05,0.660377358490566
03:10,0.6509433962264151
03:15,0.6415094339622641
03:20,0.6320754716981132
03:25,0.6132075471698113
03:30,0.6037735849056604
03:35,0.5849056603773585
03:40,0.5754716981132075
03:45,0.5660377358490566
03:50,0.5566037735849056
03:55,0.5471698113207547
04:00,0.5377358490566038
04:05,0.5283018867924528
04:10,0.5283018867924528
04:15,0.5188679245283019
04:20,0.5188679245283019
04:25,0.5094339622641509
04:30,0.5094339622641509
04:35,0.5094339622641509
04:40,0.5094339622641509
04:45,0.5094339622641509
04:50,0.5094339622641509
04:55,0.5094339622641509
05:00,0.5094339622641509
05:05,0.5094339622641509
05:10,0.5094339622641509
05:15,0.5
05:20,0.5
05:25,0.5
05:30,0.5
05:35,0.49056603773584906
05:40,0.49056603773584906
05:45,0.49056603773584906
05:50,0.4811320754716981
05:55,0.4811320754716981
06:00,0.4811320754716981
06:05,0.4811320754716981
06:10,0.4811320754716981
06:15,0.4716981132075472
06:20,0.46226415094339623
06:25,0.4528301886792453
06:30,0.4339622641509434
06:35,0.42452830188679247
06:40,0.41509433962264153
06:45,0.39622641509433965
06:50,0.3867924528301887
06:55,0.37735849056603776
07:00,0.36792452830188677
07:05,0.3584905660377358
07:10,0.3490566037735849
07:15,0.33962264150943394
07:20,0.330188679245283
07:25,0.32075471698113206
07:30,0.3113207547169811
07:35,0.3018867924528302
07:40,0.29245283018867924
07:45,0.27358490566037735
07:50,0.2641509433962264
07:55,0.25471698113207547
08:00,0.24528301886792453
08:05,0.2358490566037736
08:10,0.22641509433962265
08:15,0.2169811320754717
08:20,0.20754716981132076
08:25,0.19811320754716982
08:30,0.18867924528301888
08:35,0.1792452830188679
08:40,0.1792452830188679
08:45,0.16981132075471697
08:50,0.16981132075471697
08:55,0.16981132075471697
09:00,0.16981132075471697
09:05,0.1792452830188679
09:10,0.1792452830188679
09:15,0.1792452830188679
09:20,0.16981132075471697
09:25,0.16981132075471697
09:30,0.16981132075471697
09:35,0.16981132075471697
09:40,0.16981132075471697
09:45,0.16981132075471697
09:50,0.16981132075471697
09:55,0.16981132075471697
10:00,0.16981132075471697
10:05,0.16981132075471697
10:10,0.16981132075471697
10:15,0.16037735849056603
10:20,0.16037735849056603
10:25,0.16037735849056603
10:30,0.16037735849056603
10:35,0.16981132075471697
10:40,0.16981132075471697
10:45,0.16981132075471697
10:50,0.16981132075471697
10:55,0.1792452830188679
11:00,0.1792452830188679
11:05,0.1792452830188679
11:10,0.1792452830188679
11:15,0.1792452830188679
11:20,0.18867924528301888
11:25,0.18867924528301888
11:30,0.18867924528301888
11:35,0.18867924528301888
11:40,0.18867924528301888
11:45,0.19811320754716982
11:50,0.19811320754716982
11:55,0.19811320754716982
12:00,0.19811320754716982
12:05,0.19811320754716982
12:10,0.19811320754716982
12:15,0.19811320754716982
12:20,0.19811320754716982
12:25,0.19811320754716982
12:30,0.18867924528301888
12:35,0.18867924528301888
12:40,0.18867924528301888
12:45,0.18867924528301888
12:50,0.1792452830188679
12:55,0.1792452830188679
13:00,0.1792452830188679
13:05,0.1792452830188679
13:10,0.16981132075471697
13:15,0.16981132075471697
13:20,0.16981132075471697
13:25,0.16037735849056603
13:30,0.16037735849056603
13:35,0.16037735849056603
13:40,0.1509433962264151
13:45,0.1509433962264151
13:50,0.1509433962264151
13:55,0.14150943396226415
14:00,0.14150943396226415
14:05,0.1320754716981132
14:10,0.1320754716981132
14:15,0.12264150943396226
14:20,0.12264150943396226
14:25,0.11320754716981132
14:30,0.11320754716981132
14:35,0.10377358490566038
14:40,0.10377358490566038
14:45,0.10377358490566038
14:50,0.10377358490566038
14:55,0.09433962264150944
15:00,0.09433962264150944
15:05,0.09433962264150944
15:10,0.09433962264150944
15:15,0.09433962264150944
15:20,0.08490566037735849
15:25,0.08490566037735849
15:30,0.08490566037735849
15:35,0.07547169811320754
15:40,0.07547169811320754
15:45,0.07547169811320754
15:50,0.07547169811320754
15:55,0.0660377358490566
16:00,0.0660377358490566
16:05,0.0660377358490566
16:10,0.0660377358490566
16:15,0.05660377358490566
16:20,0.05660377358490566
16:25,0.05660377358490566
16:30,0.05660377358490566
16:35,0.05660377358490566
16:40,0.04716981132075472
16:45,0.04716981132075472
16:50,0.04716981132075472
16:55,0.04716981132075472
17:00,0.04716981132075472
17:05,0.04716981132075472
17:10,0.04716981132075472
17:15,0.04716981132075472
17:20,0.04716981132075472
17:25,0.04716981132075472
17:30,0.04716981132075472
17:35,0.04716981132075472
17:40,0.04716981132075472
17:45,0.04716981132075472
17:50,0.04716981132075472
17:55,0.04716981132075472
18:00,0.04716981132075472
18:05,0.04716981132075472
18:10,0.04716981132075472
18:15,0.05660377358490566
18:20,0.05660377358490566
18:25,0.05660377358490566
18:30,0.05660377358490566
18:35,0.05660377358490566
18:40,0.05660377358490566
18:45,0.05660377358490566
18:50,0.05660377358490566
18:55,0.05660377358490566
19:00,0.05660377358490566
19:05,0.05660377358490566
19:10,0.05660377358490566
19:15,0.05660377358490566
19:20,0.0660377358490566
19:25,0.0660377358490566
19:30,0.0660377358490566
19:35,0.0660377358490566
19:40,0.0660377358490566
19:45,0.07547169811320754
19:50,0.07547169811320754
19:55,0.07547169811320754
20:00,0.07547169811320754
20:05,0.07547169811320754
20:10,0.07547169811320754
20:15,0.07547169811320754
20:20,0.07547169811320754
20:25,0.07547169811320754
20:30,0.07547169811320754
20:35,0.07547169811320754
20:40,0.07547169811320754
20:45,0.07547169811320754
20:50,0.08490566037735849
20:55,0.08490566037735849
21:00,0.08490566037735849
21:05,0.08490566037735849
21:10,0.08490566037735849
21:15,0.08490566037735849
21:20,0.08490566037735849
21:25,0.08490566037735849
21:30,0.08490566037735849
21:35,0.08490566037735849
21:40,0.08490566037735849
21:45,0.08490566037735849
21:50,0.08490566037735849
21:55,0.08490566037735849
22:00,0.08490566037735849
22:05,0.08490566037735849
22:10,0.08490566037735849
22:15,0.08490566037735849
22:20,0.09433962264150944
22:25,0.09433962264150944
22:30,0.09433962264150944
22:35,0.09433962264150944
22:40,0.09433962264150944
22:45,0.09433962264150944
22:50,0.09433962264150944
22:55,0.10377358490566038
23:00,0.1509433962264151
23:05,0.1509433962264151
23:10,0.1509433962264151
23:15,0.1509433962264151
