time,EL_profileA
00:00,0.6722038721874279
00:05,0.6800023322106837
00:10,0.6813675764284877
00:15,0.677420568821681
00:20,0.677032723385584
00:25,0.6788389637714136
00:30,0.6810913607039718
00:35,0.6800447998856111
00:40,0.6780208631284798
00:45,0.6782652320810333
00:50,0.680007630178236
00:55,0.6742650641801385
01:00,0.6768680321888954
01:05,0.6745359346575361
01:10,0.6743872552968035
01:15,0.6764696901579059
01:20,0.6696327031398365
01:25,0.6668437405056556
01:30,0.6647719902952475
01:35,0.6641344582834953
01:40,0.666572803093142
01:45,0.6704348514446951
01:50,0.6627744923776933
01:55,0.6635926254257231
02:00,0.6700151905792693
02:05,0.6816279301242121
02:10,0.679439240547587
02:15,0.6775427344392543
02:20,0.6751415635868316
02:25,0.6747484738375215
02:30,0.685867168478877
02:35,0.6785042812855603
02:40,0.6775745902421451
02:45,0.6773462102826114
02:50,0.6787379841805069
02:55,0.6827859857214595
03:00,0.6737072465791953
03:05,0.6949777055198445
03:10,0.6891129159999863
03:15,0.6842628399952947
03:20,0.6830462650448329
03:25,0.6832321969849892
03:30,0.6829772682210448
03:35,0.6937558947558667
03:40,0.6910572477799104
03:45,0.6908872586156697
03:50,0.7030311824914036
03:55,0.7066595093549223
04:00,0.7088800515470516
04:05,0.7201102685913102
04:10,0.7270906423148712
04:15,0.7361428539019682
04:20,0.7346500998819349
04:25,0.7465762073281431
04:30,0.7455721917444476
04:35,0.7540559696087163
04:40,0.7653977738660697
04:45,0.7614719092562121
04:50,0.7650842768756518
04:55,0.7767288860354934
05:00,0.7873907479791233
05:05,0.8019836396923932
05:10,0.8161515794786891
05:15,0.8266487141019171
05:20,0.8319025793810833
05:25,0.8420490674932991
05:30,0.8617046492948277
05:35,0.8522805637340278
05:40,0.8669160389306003
05:45,0.8793521521181683
05:50,0.8952306426984731
05:55,0.9047874558131618
06:00,0.9153801812192299
06:05,0.9270779071122113
06:10,0.9298615893094654
06:15,0.9441198107551966
06:20,0.936618836948865
06:25,0.9474984446682869
06:30,0.9527682521921377
06:35,0.9529170160186118
06:40,0.9523167323364345
06:45,0.9507495682479168
06:50,0.9593449088886506
06:55,0.9685830061988001
07:00,0.9774014012074994
07:05,0.9635363236966483
07:10,0.9845411729412764
07:15,0.9905441032597198
07:20,0.9977210303576329
07:25,0.9931949373136305
07:30,0.9954261020024181
07:35,0.9934393519520565
07:40,0.9870060665553337
07:45,0.9894869852861237
07:50,0.9838080878640906
07:55,0.9829953186562669
08:00,0.9914684421500126
08:05,0.9837390320736529
08:10,0.9933436591728493
08:15,0.9859914268812867
08:20,0.9946345783191417
08:25,0.9873726234371658
08:30,0.9869742203146022
08:35,0.9869529684152818
08:40,0.9853805153901403
08:45,0.9881429403757631
08:50,0.9848971248570759
08:55,0.9830962217498982
09:00,0.9808119100477993
09:05,0.9745221595700387
09:10,0.9747187299437857
09:15,0.9796910342513176
09:20,0.9677542968712161
09:25,0.9841268142932514
09:30,0.9837549636937158
09:35,0.9620541560495598
09:40,0.9697942098718209
09:45,0.970952288843236
09:50,0.9609545172779284
09:55,0.9645190873810235
10:00,0.9752552531469221
10:05,0.9613795085160022
10:10,0.9734331278893643
10:15,0.9680730333937674
10:20,0.9586702018572121
10:25,0.9663730811910182
10:30,0.971249774528929
10:35,0.9526832488447047
10:40,0.9559502822639233
10:45,0.9523220425223015
10:50,0.9473125392896846
10:55,0.9560777963160012
11:00,0.9478596988014871
11:05,0.9551960005354492
11:10,0.9498783774333972
11:15,0.9456125562755328
11:20,0.9404277680360476
11:25,0.9516685889838766
11:30,0.9456338315490207
11:35,0.9517429448667908
11:40,0.9517854927576113
11:45,0.9465581603459232
11:50,0.9474293516916737
11:55,0.9406455610914055
12:00,0.9312639899538678
12:05,0.9311684066082628
12:10,0.9340954861356299
12:15,0.9409218161270212
12:20,0.9290434876040695
12:25,0.9256967089626389
12:30,0.9274179231580992
12:35,0.9115606292290825
12:40,0.9129471407519083
12:45,0.901653206258326
12:50,0.9092285816334447
12:55,0.8984817269670031
13:00,0.9113056654038871
13:05,0.899352946468001
13:10,0.8992095799492907
13:15,0.8969995970373212
13:20,0.8935466268968666
13:25,0.8835701151993454
13:30,0.8949331272638397
13:35,0.8907044885628965
13:40,0.8862687244578952
13:45,0.8802711101688607
13:50,0.8823376474086893
13:55,0.8833469545851641
14:00,0.8951402829480691
14:05,0.8714474267547685
14:10,0.8872249483687883
14:15,0.8773918966866473
14:20,0.8759522216823469
14:25,0.8927922373284833
14:30,0.8757875262358097
14:35,0.8656728923327917
14:40,0.8784330936648019
14:45,0.8645785525911743
14:50,0.8826510482462818
14:55,0.8878518451343366
15:00,0.8783109126415273
15:05,0.8899076924111599
15:10,0.8804145818713245
15:15,0.8809139475854003
15:20,0.8955334316640291
15:25,0.8940141044029556
15:30,0.8824491820299073
15:35,0.9092923123635452
15:40,0.8934775588881139
15:45,0.9058977277060729
15:50,0.9221799501878961
15:55,0.9169951438865541
16:00,0.9232583572469882
16:05,0.9262226468552927
16:10,0.9343451689926677
16:15,0.9534747985583037
16:20,0.9519129637799718
16:25,0.9571402712237992
16:30,0.962399478031466
16:35,0.9681951809494841
16:40,0.9788623164240366
16:45,0.9838771309049824
16:50,0.9773961531756687
16:55,0.9756164849684171
17:00,0.9837018437731896
17:05,0.9803444686654239
17:10,0.9767799107806435
17:15,0.9837549573189429
17:20,0.9713932085139864
17:25,0.9773270485119717
17:30,0.9804985357717608
17:35,0.9843286964465583
17:40,0.985948951769124
17:45,0.9927009003785093
17:50,0.9911603010313345
17:55,0.9928071402195616
18:00,0.9932427342987438
18:05,1.0
18:10,0.9883660191803585
18:15,0.9847483472185938
18:20,0.9796325823644505
18:25,0.9626278792402432
18:30,0.963982508398624
18:35,0.9637700781210098
18:40,0.9534482486914312
18:45,0.9478012612578591
18:50,0.9398699584035707
18:55,0.9324380499498364
19:00,0.9307911932309836
19:05,0.9245652005761085
19:10,0.9186100969917189
19:15,0.9109019558140741
19:20,0.9033478440253597
19:25,0.9056533534412089
19:30,0.9005163457186737
19:35,0.9035497054606548
